,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
166,Parque de Santa Ana,Principales parques y jardines municipales,SAN CUGAT DEL VALLES,FUENCARRAL-EL PARDO,VALVERDE,"Zona verde con numeroso arbolado joven y caminos adoquinados en toda su superficie. En la calle de acceso al parque se ubica una vez a la semana un mercadillo para los vecinos, por lo que el parque es muy frecuentado. Dispone de un mirador y de una zona infantil. Por uno de los laterales del parque pasa el Camino de Santiago.","Bus: 66, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.49738155071247,-3.6936009892949127,POINT (4508147.892686224 -411454.867492434),Pedro Rico,Calle Pedro Rico nº 4,40.481086,-3.688463,disponible,13,POINT (4506333.880278716 -410881.7202647889),1902.4034165101205
167,Parque de Villa Rosa-Paco Caño,Principales parques y jardines municipales,ACONCAGUA,HORTALEZA,CANILLAS,"Es el parque más representativo de Hortaleza inaugurado por Enrique Tierno Galván en julio de 1983. Las asociaciones de vecinos del barrio de Villa Rosa participaron en el diseño de esta zona verde de 5 hectáreas. El parque Villa Rosa-Paco Caño ofrece numerosos atractivos entre los que destaca una ría que recorre longitudinalmente la superficie y que puede cruzarse por cualquiera de los nueve puentes. La ría nace en el reloj de sol horizontal de piedra artificial con gnomon de acero y finaliza en el palomar. A lo largo del parque se pueden observar diversos elementos singulares como la casa derrumbada. Estas ruinas son  una alegoría de un edificio bombardeado y en su interior se alza un monumento con una placa con la efigie de Enrique Tierno Galván. Muy próximo se sitúa el templete como homenaje a la tranquilidad. En 2016 se inauguró el primer circuito inclusivo en la Comunidad de Madrid con recorridos señalizados y adaptados para personas con diversidad funcional. Es el número 31 del mundo y consta de dos recorridos circulares de 4 y 5,37 kilómetros que comienzan en el parque paralelo a la calle Aconcagua, pasan por esta zona verde y continúan junto al  anillo verde ciclista. Los recorridos están señalizados y adaptados para personas en sillas de ruedas, sordas, ciegas o con problemas intelectuales o de movilidad.  Desde octubre de 2016 el parque se llama Villa Rosa-Paco Caño, en homenaje al histórico dirigente vecinal Paco Caño, presidente de la Federación Regional de Asociaciones de Vecinos de Madrid (FRAVM y fundador de la asociación de vecinos Villa Rosa. En su memoria se instaló un monolito bajo el templete con la inscripción 'Hay personas que luchan un día y son buenas; hay otras que luchan un año y son mejores; hay quienes luchan muchos años y son muy buenas. Pero las hay que luchan toda la vida; esas son imprescindibles'.","Bus: 73 y 104  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.468674190501815,-3.631588640594873,POINT (4504952.203965555 -404537.555706149),Carlota O’Neill,Calle Carlota O'Neill nº 32,40.44370542379883,-3.648958444298144,disponible,1,POINT (4502172.693570442 -406475.0626355441),3388.157484237134
168,Parque de la Alcazaba,Principales parques y jardines municipales,RIBADAVIA,FUENCARRAL-EL PARDO,EL PILAR,"Parque muy cercano al Parque de la Ventilla. Hasta la calle Ribadavia, el parque baja en talud con césped que se salva mediante una rampa italiana con bordillo. Talud que también se continúa en los desniveles de terreno con la calle Sinesio Delgado. Presenta un gran número de pozos.","Bus: 42  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.47266915640937,-3.707125226601671,POINT (4505396.92153612 -412963.5239392694),Remonta,Calle Azucenas nº 1,40.4630277,-3.6973333,disponible,2,POINT (4504323.639518123 -411871.2121165185),1531.3652106130987
169,Parque de la Almudena,Principales parques y jardines municipales,NICOLAS SALMERON,CIUDAD LINEAL,PUEBLO NUEVO,"Parque de grandes dimensiones, con amplios paseos rodeados de setos de aligustre y arbolado. Dispone de multitud de zonas de descanso.   Otras denominaciones Parque del crematorio de la Almudena","Bus: 70 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42060649869604,-3.6324237307227616,POINT (4499601.332990128 -404630.7046037836),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),1392.8161362964531
170,Parque de la Amistad,Principales parques y jardines municipales,SANTA PETRONILA,VILLAVERDE,LOS ROSALES,"Parque que cuenta con un entramado de paseos adoquinados que lo recorren entre praderas de césped y macizos arbustivos, destacando las plantaciones de rosales en forma de estrella de las praderas centrales. Tiene varias pistas deportivas que se sitúan al sur del parque así como zonas infantiles repartidas por su superficie.","Metro: Villaverde Bajo - Cruce (linea 3) Bus: 18, 116  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.34832663162016,-3.692165872799477,POINT (4491555.174992636 -411294.7786506161),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),4560.986695041879
171,Parque de la Bombilla,Principales parques y jardines municipales,VALLADOLID,MONCLOA-ARAVACA,CASA DE CAMPO,"Zona verde de gran extensión con un precioso paseo de arbolado maduro, extensas praderas y plantas de todo tipo. Dispone de plazas, zonas infantiles y acceso a una pista municipal de campos de tenis. Son famosas las fiestas de San Antonio que se celebran en junio en dicho parque con actuaciones diversas.","Metro: Príncipe Pío (líneas 6, 10 y R) Bus : 41, 46, 75, N20 Renfe: Príncipe Pío (Líneas C1, C7, C10 y Regional)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42834456035844,-3.728941931668392,POINT (4500462.730074113 -415397.2708632183),Paseo de Moret,Paseo de Moret nº 11,40.4325991,-3.7246532,disponible,13,POINT (4500936.343260571 -414918.8397121918),673.20562732312
172,Parque de la Casa de Campo,Principales parques y jardines municipales,PUERTA DEL ANGEL,MONCLOA-ARAVACA,CASA DE CAMPO,"La Casa de Campo de Madrid fue Real Sitio destinado a la caza y el recreo de la Monarquía desde la adquisición de la primitiva finca de la familia Vargas por Felipe II    en 1562 hasta la incautación de los bienes de la Corona por Decreto del Gobierno de la Segunda  República de 20 de abril de 1931. En virtud de dicho Decreto, los terrenos de la Casa de Campo y del Campo del Moro fueron cedidos al Ayuntamiento de Madrid para ser destinados a parques de recreo e instrucción.   En 2010 se declara Bien de Interés Cultural, en la categoría de Sitio Histórico. La Casa de Campo constituye actualmente el principal pulmón de la ciudad y alberga numerosas actividades ligadas a su finalidad como lugar de recreo e instrucción de los ciudadanos.  A su valor ecológico y paisajístico se suma una importante carga histórica, materializada en significativos restos arqueológicos, un conjunto de edificaciones y obra civil de carácter histórico-monumental, testimonio de su etapa como Real Sitio y una amplia representación de arquitecturas contemporáneas de su etapa como parque público.  Parque histórico de carácter principalmente forestal de gran extensión con un relieve ondulado de suaves pendientes en el que sobresalen pequeños cerros, surcado por pequeños valles por donde discurren algunos arroyos permanentes y otros estacionales que confluyen en el río Manzanares. La mayoría tienen su nacimiento dentro del Parque, si bien los dos más importantes, Antequina y Meaques, nacen fuera del mismo. Entre las láminas de agua cabe destacar la del Lago y varias charcas artificiales para hábitat y alimentación de la fauna.  Varios recintos de gestión independiente se encuentran en su interior: entre otros el Parque de Atracciones, Parque Zoológico, Recinto Ferial, Venta del Batán y el Club de Campo.  En su vegetación destacan encinares, vegetación potencial del Parque, retamares, fresnedas, olmedas, bosquetes de ribera y las repoblaciones de pinos y arizónicas. En algunas zonas la encina empieza a emerger iniciando un proceso natural de sustitución del pinar. Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid.","Metro: Batán (línea 10)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41472407139105,-3.7301857404819767,POINT (4498946.504177907 -415536.0248819689),Puerta del Ángel,Plaza Puerta del Ángel nº 4,40.413764,-3.728318,disponible,16,POINT (4498839.629519532 -415327.6677751078),234.1684790540778
173,Parque de la Cuña Verde de Latina,Principales parques y jardines municipales,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,LATINA,LUCERO,"Zona verde de gran extensión y forma alargada. Está dotada de miradores repartidos por todo el parque que proporcionan vistas a la catedral de la Almudena y al Palacio Real. Dispone de numerosas áreas infantiles, zonas deportivas como un rocódromo y un carril bici. La primera fase se llevó a cabo en el año 1991. En el parque hay tres rosaledas, tres láminas de agua y una pasarela peatonal elevada sobre la calle Caramuel.","Metro: Laguna (linea 6) Bus: 17 , 25 , 31 , 55 , 119  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39998426244181,-3.7486569900905633,POINT (4497305.676151289 -417596.6220406673),Caramuel,Calle Caramuel nº 51,40.40913630273305,-3.728533714316331,disponible,14,POINT (4498324.476616229 -415351.7319152079),2465.2557803903246
174,Parque de la Cuña Verde de O´Donnell,Principales parques y jardines municipales,FUENTE CARRANTONA,MORATALAZ,MARROQUINA,"El Parque se localiza en los terrenos ubicados al sur y al este del Cementerio de la Almudena, en los Distritos de Moratalaz y Ciudad Lineal.En el Distrito de Moratalaz, el Parque está delimitado por la prolongación de la calle O&amp;acute;Donnell al norte, por la calle Doctor García Tapia al sur, al este por la calle Fuente Carrantona y al oeste por la calle Arroyo de la Media Legua y en el Distrito de Ciudad Lineal, se encuentra ubicado al sur y al este del Cementerio de la Almudena, delimitado por la prolongación de la calle O&amp;acute;Donnell, por la Avenida Daroca y por la calle Fuente Carrantona.Es una de las grandes zonas que han de componer el sistema de espacios libres que integra el modelo urbanístico del Plan General con un sistema de zonas verdes basado en áreas forestales de remate y cuñas de penetración y conexión entre el espacio libre exterior y los parques urbanos. Es un espacio de borde, parcialmente estructurado, en el que conviven dotaciones deportivas, estanciales e  infantiles. Con las sucesivas fases de consolidación se pretende convertir este espacio en una zona de actividad continua.Las fases ejecutadas del Parque Cuña Verde de O&amp;acute;Donnell ofrecen soporte a las actividades relacionadas con los diversos usos y también favorecen las actividades ligadas al deporte y convivencia como lugar de encuentro.","Bus: 140  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41220177650095,-3.628985975935673,POINT (4498665.723595112 -404247.2458649827),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1457.9713984360183
175,Parque de la Dehesa Boyal,Principales parques y jardines municipales,BURJASOT,VILLAVERDE,SAN CRISTOBAL,Parque que consta de dos zonas claramente diferenciadas: una constituida por praderas de césped y macizos arbustivos que atravesada por un entramado de paseos y caminos se sitúa alrededor de una fuente de grandes dimensiones. La otra zona la forma una masa de pinos carrascos y piñoneros y donde es fácil observar la población de ardillas que allí habita.,"Bus: 59 y 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.34452019989438,-3.686887364713823,POINT (4491131.444951182 -410705.9574259875),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),4995.294468279346
176,Parque de la Gavia,Principales parques y jardines municipales,MAYORAZGO,VILLA DE VALLECAS,CASCO H.VALLECAS,"El parque de la Gavia constituye una de las zonas verdes más singulares del Ensanche de Vallecas, con una superficie cercana a las 36 hectáreas. Su diseño inicial es obra del reconocido arquitecto japonés, premio Priztker 2013, Toyo Ito, el cual fue completado y modificado por otro procedente de un proceso participativo de la ciudadanía. De marcado carácter oriental, su paisaje está formado por suaves colinas donde destacan bosquetes de árboles de varias especies, entre los que predominan álamos blancos, membrilleros, encinas o chopos negros, y una ría central jalonada por macizos de arbustos como rosales silvestres, mimbreras y otras especies de ribera. El Ayuntamiento ha llevado a cabo la rehabilitación de esta zona verde en dos fases. La primera, que finalizó en enero de 2018, incluyó el cerramiento de todo el parque para proteger su singularidad, la reposición de plantaciones y elementos deteriorados por el vandalismo, la instalación de red de riego telegestionada, la acometida de agua regenerada y mejoras en pavimentación y drenaje. La segunda fase, finalizada en 2021, comprende la totalidad del parque. El proyecto ha tenido en cuenta las propuestas vecinales recogidas en el proceso participativo llevado a cabo por las asociaciones vecinales. El parque consta, entre otros elementos, de 3.322 árboles, 170.742 unidades arbustivas, 7.460 m2 de césped y 36.000 m2 de pradera natural. Además se ha construido 1 área canina, 4 áreas infantiles y 9 zonas deportivas, dotadas todas ellas de nuevos elementos de juego. Se ha instalado igualmente el mobiliario urbano necesario para el disfrute de los usuarios, formado por papeleras, bancos, fuentes de beber, red de alumbrado público, etc. Las diferentes colinas permiten la visión del paisaje desde diferentes angulaciones y alturas. Los distintos usos asignados a cada colina son:   Plaza del agua: En esta colina el agua es el punto de atención. Desde aquí puedes hacerte una visión global del parque, además es un magnífico punto de reunión para diversas actividades. Es la única zona con pavimento duro del parque (pero con criterios de drenaje urbano sostenible).  Bosque de los sentidos: Sus caminos están enmarcados por amebas ajardinadas que llevan a distintas áreas de juego:  Área de integración: Pensada para estimular los sentidos, fomentar el ejercicio físico, la creatividad y la fantasía, además de facilitar el desarrollo del equilibrio, la motricidad y la coordinación, favoreciendo la inclusividad plena de todos los niños sin importar sus capacidades físicas o intelectuales, para que todos jueguen y se relacionen en un mismo entorno.  Zona de aventura: Aprovechando la zona de más desnivel del árbol se diseñan zonas de toboganes, tirolinas y juego multiaventura con forma de bambú gigante.  Zona de los sentidos: Espacio dedicado a juegos infantiles para agudizar los sentidos: instrumentos musicales, juegos de tacto, sensoriales, de tacto, etc.  Árbol del agua: La forma del árbol de agua permanece en su zona acuática con aspecto de lago con unas formas muy geométricas, que evidencian por su diseño 6 plazas principales bordeando todo el árbol: 3 de ellas son eminentemente paisajísticas, recreando en cada plaza un aspecto similar al de jardín japonés, sobrio y elegante y las otras tres plazas tienen varios espacios para distintos usos: mesas de picnic, zonas de ejercicios para personas mayores, etc.  Ría central: Inicia su recorrido en una pequeña cascada próxima a la avenida Mayorazgo, con discurrir este &amp;ndash; oeste y termina en un lago. Divide el espacio en dos zonas unidas por dos puentes peatonales y alrededor lleva un paseo con plantaciones de ribera de arbolado y arbustivas.  Colina sobre ruedas: Espacio destinado a distintas prácticas deportivas asociadas a ruedas: bicicletas, skate, etc.  Colina del reciclaje: Los neumáticos que rodeaban el entorno han tomado forma de mobiliario en la búsqueda de aprender a valorar y cuidar lo que nos rodea y pertenece a todos; limpiar el paisaje; promover un modelo de gestión honesta y transparente de residuos y profundizar en el concepto de reutilización como forma creativa de relacionarnos con nuestros desechos. Esta colina pretende dar un valor único por las connotaciones educativas y los valores ambientales asociados a él, que son inexistentes en otros espacios lúdicos de la ciudad.  Zona de escalada: Adosada a la colina del reciclaje se ha proyectado un rocódromo con pared vertical con distintas alturas para la práctica de la escalada para distintas edades.  Zona de parkour: Situada junto a la zona de escalada.  Colina del viento: Espacio libre dedicado a los amantes del vuelo con cometas.  Mirador estelar: Su función es múltiple, pretende ser un punto de encuentro y por otro en el extremo más al sur, pueda observarse el cielo vallecano.  Área deportiva: En una zona verde el espacio donde disfrutar del deporte no debe faltar. Se ha orientado a varias prácticas y varias edades aprovechando el espacio sobre la cubierta del estanque de tormentas: zona de entrenamiento y pistas multideportes.  Zona canina: Situada sobre el estanque de tormentas, alberga una zona amplia para entrenamiento canino.  El parque quedará unido en el futuro a la zona verde de La Atalayuela, mediante el cerramiento de éste que se ha ejecutado en esta actuación, habiendo sido declarados los dos espacios singulares. Sumando una superficie total aproximada de 48,6 hectáreas.","Metro: La Gavia, Congosto (linea 1) Autobús: Línea 103  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.36791659504536,-3.628326750178021,POINT (4493735.919745787 -404173.7137721136),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),3679.34454827816
177,Parque de la Maceta,Principales parques y jardines municipales,DAROCA,VICALVARO,AMBROZ,Parque urbano que conecta la parte edificada de Casalarreina con la cuña verde. Se articula sobre paseos que definen praderas arboladas. El porte de los chopos y plátanos dan al parque una gran sensación de volumen.  Otras denominaciones: Parque Casalarreina,"Metro: Vicálvaro (línea 9)  Bus: E3 , 4 , 100 , 106 , 130   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.40838172678723,-3.6156327652234856,POINT (4498240.477606175 -402757.7976307905),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),2294.707190430378
178,Parque de la Supermanzana,Principales parques y jardines municipales,SANGENJO,FUENCARRAL-EL PARDO,LA PAZ,"Parque de entrebloques y en varias alturas con zonas de pinar, paseos, zonas infantiles y campo de fútbol. Tiene alguna pradera y preciosos sauces llorones.","Metro: Herrera Oria (línea 9) Bus: 67, 83  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.48531189120052,-3.7006858825216624,POINT (4506804.304335305 -412245.1990100463),Pedro Rico,Calle Pedro Rico nº 4,40.481086,-3.688463,disponible,13,POINT (4506333.880278716 -410881.7202647889),1442.3498472239587
179,Parque de la Ventilla,Principales parques y jardines municipales,VIA LIMITE,TETUAN,ALMENARA,"Zona de pinar delimitado por las calles Sinesio Delgado, Avenida de Asturias, Vía Límite y calle Magnolias. Podemos encontrar aparatos de entrenamiento deportivo, zonas infantiles, área canina así como zonas para hacer picnic, etc. Parque forestal, que ha sido recientemente objeto de obras de mejora.","Bus: 42 , 67 , 147  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.47342193811745,-3.6929061067371793,POINT (4505480.720812541 -411377.3525376535),Torre Cepsa,Calle Sinesio Delgado nº 2,40.47435,-3.68797,disponible,14,POINT (4505584.032188732 -410826.7258551974),560.2347578320353
180,Parque de la Vicalvarada,Principales parques y jardines municipales,VILLABLANCA,VICALVARO,AMBROZ,El parque gira sobre tres plazas circulares unidas por paseos arbolados formando un gran triángulo. Se definen grandes zonas estanciales y praderas arboladas.,"Bus: 4 , 100 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.40930182229157,-3.608605091516184,POINT (4498342.9021692 -401973.9233466451),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),3063.9707763804568
181,Parque de la Volatería,Principales parques y jardines municipales,POBLADOS,CARABANCHEL,BUENAVISTA,"Parque cercano al cementerio de Carabanchel (sur). Cuenta con una cascada artificial y un pequeño lago y lo rodea el anillo verde ciclista. Poblado de abundantes ejemplares de castaños de Indias, praderas de césped y agradables zonas de sombra.","Metro: línea 11 (San Francisco)  Bus: 116,121,131,155",40.37342722778796,-3.732581210214349,POINT (4494349.360576642 -415803.2538457881),Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,40.398247,-3.716591,disponible,12,POINT (4497112.284980891 -414019.4641230708),3288.7166248355456
182,Parque de las Avenidas,Principales parques y jardines municipales,BRASILIA,SALAMANCA,GUINDALERA,"Parque limitado por la Avenida de Brasilia y M-30, presentando extensas praderas, amplios terrizos con bosquetes de pinos mayoritariamente y varias zonas infantiles.","Metro: Parque de las Avenidas (línea 7) Bus: 53, 122, 74, 43, N3.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.44185168357492,-3.6610753472863737,POINT (4501966.336152653 -407826.6592897749),Avenida Bruselas,Avenida Bruselas nº 56,40.43865,-3.66301,disponible,5,POINT (4501609.926367412 -408042.4644864241),416.65311461246154
183,Parque de las Delicias,Principales parques y jardines municipales,PARROCO EUSEBIO CUENCA,ARGANZUELA,DELICIAS,"Aprovechando la superficie de una antigua estación de ferrocarril, se ha creado un jardín con una distribución alargada, donde predominan unos inmensos cipreses, entre otras especies, que acompañan al visitante en el paseo por el parque. De la estación aun se conservan en el parque las antiguas vías de los trenes, ya que limítrofe con este se sitúa el Museo del Ferrocarril.","Metro: Delicias (línea 3) Bus: 8, 19, 45, 47, 59, 85, 86 y 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39628076855188,-3.6893809207693966,POINT (4496893.405097306 -410984.114891227),Juan Martín,Calle Juan Martín el Empecinado nº 16,40.400781,-3.6882407,disponible,6,POINT (4497394.368570562 -410856.9225789591),516.8580906181586
184,Parque de los Llanos,Principales parques y jardines municipales,DIONISIO INCA YUPANQUI,HORTALEZA,PIOVERA,"El parque de Los Llanos es el más grande del distrito de Hortaleza, con casi 10 hectáreas de superficie ajardinada. Está ubicado entre la avenida Machupichu y la M-40. Consta de anchas avenidas, enmarcadas por alineaciones de pino piñonero y arces, que con el resto de arbolado suman más de 1.300 unidades. También cuenta con zonas arbustivas y de césped con una superficie de 4.000 m2. Además, está dotado de tres pistas polideportivas, distribuidas en diferentes ubicaciones, y de tres zonas infantiles. Asimismo, dispone de un área de descanso a la altura de la calle Francisco Morejón.","Metro: Canillas (línea 4). Bus: 73 , 112 , 120 , 122 , 153.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.46162113234909,-3.6281020785174873,POINT (4504167.061123458 -404148.6532080596),Carlota O’Neill,Calle Carlota O'Neill nº 32,40.44370542379883,-3.648958444298144,disponible,1,POINT (4502172.693570442 -406475.0626355441),3064.258925222988
185,Parque de los Tilos,Principales parques y jardines municipales,NICOLAS SALMERON,CIUDAD LINEAL,PUEBLO NUEVO,Zona verde que recibe su nombre por la gran cantidad de árboles de la especie Tilia platyphyllos que podemos encontrar. Tiene un diseño abierto en el que destacan las pérgolas de madera y los muretes de ladrillo para salvar los pequeños desniveles.,"Bus: 70 y 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.422169759145554,-3.634854896175826,POINT (4499775.354347344 -404901.8858621837),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),1082.9268046697896
186,Parque del Bronce,Principales parques y jardines municipales,BRONCE,ARGANZUELA,LEGAZPI,"Colindante con el Parque Enrique Tierno Galván, de estructura alargada, abarca una superficie importante dentro del barrio de los Metales.","Bus: 62, 88 y 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.3904716361612,-3.6875778883164583,POINT (4496246.735437624 -410782.9856122068),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),338.3432381743128
187,Parque del Espinillo,Principales parques y jardines municipales,UNANIMIDAD,VILLAVERDE,LOS ROSALES,"Este parque es una de las zonas verdes más importantes del Distrito de Villaverde. Con una superficie aproximada de 7 ha y un diseño alargado que discurre entre la C/ Unanimidad y la M- 40. Dispone de extensos caminos de adoquín alineados por castaños de indias y arces. A ambos lados de los paseos hay amplias praderas de césped con diferentes formaciones arbustivas. El parque dispone de zonas estanciales, juegos infantiles y pistas deportivas.","Metro: Ciudad de los Ángeles (línea 3) Bus: 23, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.36119652692384,-3.6853017812008,POINT (4492987.845184403 -410529.0851723296),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),3174.3894939768884
188,Parque del Museo del Prado,Principales parques y jardines municipales,PRADO,RETIRO,LOS JERONIMOS,"Parque emblemático que rodea el Museo del Prado, dispone de pequeñas praderas y varios ejemplares de arbolado catalogado o de gran porte.","Metro: Atocha (línea 1). Bus: 10 , 14 , 27 , 34 , 37 , 45 , 59 , 141. RENFE: Atocha RENFE.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41374876020892,-3.692493983073695,POINT (4498837.933033748 -411331.3796939498),Espalter,Calle Espalter nº 1,40.4128372,-3.6912023,disponible,7,POINT (4498736.458615463 -411187.2911779323),176.2343837458266
189,Parque del Oeste,Principales parques y jardines municipales,MORET,MONCLOA-ARAVACA,CASA DE CAMPO,"El Parque del Oeste se encuentra ubicado en el distrito de Moncloa, entre la Avda. del Arco de la Victoria y el Paseo de Pintor Rosales, al este; la línea del Ferrocarril, al oeste y la Avda. de Séneca, al norte. Lo cruzan en su interior, el Paseo de Ruperto Chapí, el Paseo de Camoens y C/ Francisco y Jacinto Alcántara. Especial relevancia muestra la zona norte y más antigua del parque, donde se acentúa su carácter paisajista, discurriendo en su interior una ría artificial de unos 600 m de longitud. Existe una gran variedad de especies vegetales, destacando la singular población de coníferas, en contraste con el desarrollo estacional de las frondosas.    De especial mención es la presencia en esta zona de un cedro, 'el Abuelo' (Cedrus atlántica), catalogado como árbol singular, dos ejemplares de Sophora 'péndula', un majestuoso Ginko, las choperas de Populus nigra y las plantaciones en el borde la ría de Corylus, Cornus, etc.. Al final del paseo de Plátanos, que discurre a lo largo de esta zona, se pueden contemplar diversas especies de aves en el Centro de Avifauna, tales como Tarro canelo, Herrerillo común, Carbonero común, Gorrión molinero, Mirlo común, etc., disponiendo así mismo de paneles informativos.  Las ampliaciones del Parque de Príncipe Pío y de Ferraz, difieren de la tipología paisajista del diseño original del parque, desarrollando trazados más actuales.","Metro: Moncloa (línea 3 y 6) , Plaza de España (línea 2, 3 y 10) y Príncipe Pío (línea 6 y 10) Bus: 21, 46, 74, 160, 161, A Cercanías: Príncipe Pío   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.434346372132815,-3.721472919843394,POINT (4501130.848704673 -414564.0638118043),Moncloa,Paseo de Moret nº 2,40.4347895,-3.7200845,disponible,13,POINT (4501180.177473204 -414409.1791481215),162.55025822470165
190,Parque del Pueblo del Pardo,Principales parques y jardines municipales,GUARDIA,FUENCARRAL-EL PARDO,EL PARDO,Constituye una zona estancial convenientemente ajardinada y ordenada que deja la primera línea del trazado junto a la vía de circulación para las terrazas de los restaurantes allí situados.   Otras denominaciones: Parque de la Mar Océana,"Bus: 601  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.5186002228516,-3.775378753356757,POINT (4510509.944464061 -420577.6988230134),Facultad Derecho,Avenida Complutense nº 23,40.45109,-3.72937,disponible,5,POINT (4502994.74083288 -415445.0243226733),9100.694102350762
191,Parque Ladera de los Almendros,Principales parques y jardines municipales,M - 40,VICALVARO,CASCO H.VICALVARO,Parque periurbano de transición entre las viviendas de Valdebernardo y la autopista M-40. El Parque se articula sobre un paseo arbolado paralelo a la M-40 y una amplia zona estancial junto al Centro de Mayores adyacente.,"Bus: 8 , 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,POINT (nan nan),Puerta del Sol A,Puerta del Sol nº 1,40.4172137,-3.7018341,disponible,15,POINT (4499223.648366921 -412373.2851572837),1.7976931348623157e+308
